merchant_id,sector,tenure_months,credit_score,num_products,has_working_capital_loan,has_pos_machine,estimated_annual_turnover,account_balance,txn_count_90d,txn_count_30d,txn_velocity_drop_pct,avg_ticket_size_90d,ticket_size_variance_pct,balance_drop_pct,wc_utilization_pct,pos_txn_monthly,complaints_12m,days_since_last_txn,satisfaction_score,cashback_utilization,churn,risk_tier,sector_encoded,churn_probability
MRC00797,Construction,70,804,2,1,1,614119.37,76405.17,55,20,-9.09,2778.82,24.0,-3.24,31.01,26,0,13,4,0.49,0,Low,1,0.00014057003
MRC00798,Agri-Allied,114,670,3,1,1,4797288.43,262359.65,46,17,-10.87,25931.29,11.9,4.86,41.63,26,0,4,4,0.724,0,Low,0,0.000109732806
MRC00799,Small Mfg,102,649,2,1,0,1627373.75,68605.1,40,6,55.0,10107.91,63.22,47.01,97.32,0,1,51,1,0.107,1,High,4,0.9998554
MRC00800,Tech Services,45,732,2,0,1,314978.83,37177.62,48,16,0.0,1632.01,23.0,-2.37,0.0,39,1,12,4,0.579,0,Low,5,5.0902403e-05
MRC00801,Small Mfg,58,737,3,1,1,231880.81,17166.22,51,5,70.59,1131.13,62.64,16.46,82.3,5,0,69,3,0.142,1,High,4,0.9992405
MRC00802,Retail Trader,51,585,1,1,1,387047.7,53716.18,43,15,-4.65,2237.27,19.72,-7.15,71.14,29,0,8,4,0.476,0,Low,3,4.6954494e-05
MRC00803,Agri-Allied,34,607,2,0,1,300710.22,31195.89,54,18,0.0,1385.76,12.35,8.17,0.0,24,0,13,3,0.327,0,Low,0,6.6034634e-05
MRC00804,Small Mfg,44,544,1,0,0,969773.43,90542.51,51,16,5.88,4730.6,23.7,-9.44,0.0,0,0,11,4,0.923,0,Low,4,9.335063e-05
MRC00805,Textile & Apparel,15,682,1,1,1,801404.75,23368.5,54,17,5.56,3693.11,10.76,-9.12,37.86,22,0,9,5,0.776,0,Low,6,9.808874e-05
MRC00806,Food & Beverages,78,703,2,0,1,1019767.59,117225.9,44,16,-9.09,5761.4,18.26,11.76,0.0,28,0,3,4,0.556,0,Low,2,0.00012141435
MRC00807,Construction,70,542,1,0,1,265939.64,29036.69,48,14,12.5,1377.93,21.49,4.51,0.0,29,1,11,5,0.876,0,Low,1,0.00013596022
MRC00808,Tech Services,50,613,1,1,1,669977.43,69147.94,45,14,6.67,3701.53,9.76,-5.93,33.94,33,0,2,4,0.382,0,Low,5,4.1178257e-05
MRC00809,Textile & Apparel,101,542,1,1,0,61892.87,3393.48,55,18,1.82,280.06,21.03,5.04,49.5,0,0,0,5,0.876,0,Low,6,0.00014693732
MRC00810,Retail Trader,114,578,1,1,0,868052.59,124197.59,51,18,-5.88,4234.4,20.85,-0.75,39.0,0,1,12,3,0.855,0,Low,3,0.00010917525
MRC00811,Construction,32,694,1,1,1,2989237.13,184780.19,36,11,8.33,20615.43,24.28,-3.25,38.12,34,1,1,3,0.949,0,Low,1,8.44404e-05
MRC00812,Food & Beverages,67,591,2,1,1,131966.7,5250.96,47,7,55.32,698.24,42.78,54.25,81.03,5,1,55,1,0.063,1,High,2,0.99989724
MRC00813,Retail Trader,3,625,2,1,0,1302914.03,193269.25,46,14,8.7,7042.78,12.77,1.93,67.19,0,0,0,3,0.852,0,Low,3,4.4556575e-05
MRC00814,Tech Services,86,519,2,0,1,350383.23,40999.05,47,17,-8.51,1853.88,16.81,-2.66,0.0,29,0,1,4,0.805,0,Low,5,7.186383e-05
MRC00815,Tech Services,86,664,1,0,1,1910740.43,141246.32,24,8,0.0,19698.35,23.51,13.59,0.0,23,1,9,4,0.461,0,Low,5,8.955209e-05
MRC00816,Agri-Allied,74,646,4,0,0,882378.99,125005.87,50,4,76.0,4389.95,68.46,45.53,0.0,0,0,79,2,0.128,1,High,0,0.9996804
MRC00817,Small Mfg,51,591,2,0,0,1185464.14,37751.41,46,5,67.39,6407.91,32.94,46.69,0.0,0,2,77,2,0.182,1,High,4,0.99968386
MRC00818,Textile & Apparel,67,634,1,0,0,788421.94,24753.26,47,6,61.7,4171.54,49.94,17.39,0.0,0,5,40,2,0.033,1,High,6,0.99922156
MRC00819,Retail Trader,76,664,3,0,1,3591204.31,390430.82,48,14,12.5,18607.28,19.78,-6.89,0.0,28,2,3,4,0.611,0,Low,3,0.0009893577
MRC00820,Textile & Apparel,93,584,2,0,1,1106699.34,47738.99,47,16,-2.13,5855.55,20.93,-3.68,0.0,32,1,10,5,0.531,0,Low,6,0.00011053926
MRC00821,Food & Beverages,48,531,2,0,1,312853.89,43558.06,50,3,82.0,1556.49,31.25,49.16,0.0,4,0,26,2,0.131,1,High,2,0.9984732
MRC00822,Retail Trader,17,794,1,1,1,821147.53,106130.6,42,15,-7.14,4858.86,24.92,6.8,70.47,28,1,1,3,0.367,0,Low,3,0.00017051959
MRC00823,Textile & Apparel,7,599,2,0,1,468524.07,28030.74,50,14,16.0,2330.97,14.59,9.09,0.0,29,1,4,4,0.895,0,Low,6,8.7146094e-05
MRC00824,Textile & Apparel,13,642,3,1,0,886361.26,120145.51,45,15,0.0,4897.02,16.23,4.39,49.17,0,1,12,3,0.911,0,Low,6,6.8154826e-05
MRC00825,Agri-Allied,66,730,2,0,1,440769.06,11272.84,48,7,56.25,2283.78,45.07,58.79,0.0,6,0,50,1,0.002,1,High,0,0.9993327
MRC00826,Tech Services,4,900,2,1,0,323782.45,29568.76,45,15,0.0,1788.85,24.48,0.8,46.12,0,0,0,3,0.844,0,Low,5,0.00014814836
MRC00827,Textile & Apparel,10,550,2,1,1,926460.47,131208.26,38,3,76.32,6055.3,35.5,43.74,83.81,4,1,47,1,0.153,1,High,6,0.9995253
MRC00828,Textile & Apparel,103,685,3,1,1,779920.72,102325.43,37,12,2.7,5234.37,24.73,-1.41,54.93,28,0,0,5,0.583,0,Low,6,0.0001251512
MRC00829,Food & Beverages,88,593,1,1,0,2614927.72,173342.33,46,14,8.7,14134.74,24.7,12.29,44.92,0,0,4,3,0.961,0,Low,2,9.691133e-05
MRC00830,Textile & Apparel,17,606,2,1,1,443322.58,19405.63,47,13,17.02,2345.62,22.91,-3.11,66.43,22,0,9,3,0.711,0,Low,6,4.530039e-05
MRC00831,Retail Trader,52,592,1,0,1,67709.07,3207.4,41,14,-2.44,410.36,23.62,-6.07,0.0,33,0,5,5,0.742,0,Low,3,0.00011250831
MRC00832,Textile & Apparel,6,559,2,1,1,471349.46,40953.68,40,14,-5.0,2927.64,7.4,-3.62,74.66,37,0,4,5,0.786,0,Low,6,0.00015521827
MRC00833,Retail Trader,83,646,2,1,0,103599.01,10109.24,49,17,-4.08,525.88,8.47,2.48,35.56,0,0,9,5,0.581,0,Low,3,9.8584416e-05
MRC00834,Retail Trader,69,532,1,1,0,1201169.67,29147.42,49,18,-10.2,6097.31,22.7,13.15,38.26,0,0,4,3,0.431,0,Low,3,0.00011731412
MRC00835,Agri-Allied,96,725,2,0,1,97862.87,7218.53,41,5,63.41,593.11,58.62,29.58,0.0,3,2,40,2,0.0,1,High,0,0.9998821
MRC00836,Textile & Apparel,74,654,1,1,1,222783.28,28505.19,47,15,4.26,1178.75,22.5,4.5,54.94,24,0,0,5,0.415,0,Low,6,6.777103e-05
MRC00837,Tech Services,9,683,1,1,0,472219.24,36721.07,56,19,-1.79,2098.75,20.4,-4.56,46.2,0,0,1,3,0.959,0,Low,5,8.974324e-05
MRC00838,Textile & Apparel,91,612,1,1,1,4651688.02,195337.41,45,14,6.67,25699.93,7.79,6.94,48.47,25,0,4,4,0.358,0,Low,6,5.2035266e-05
MRC00839,Small Mfg,77,620,1,1,1,201296.02,29013.17,58,4,79.31,863.93,51.93,47.04,99.4,3,0,43,1,0.178,1,High,4,0.99908566
MRC00840,Small Mfg,83,673,1,0,1,740355.67,40435.13,49,6,63.27,3758.15,67.34,39.59,0.0,4,0,60,2,0.166,1,High,4,0.99967146
MRC00841,Retail Trader,21,556,1,0,0,1462959.35,181108.04,45,16,-6.67,8082.65,16.42,11.4,0.0,0,1,2,4,0.886,0,Low,3,9.728827e-05
MRC00842,Small Mfg,24,621,2,1,1,4329110.55,195646.54,44,12,18.18,24458.25,15.65,-1.63,50.21,30,0,6,4,0.593,0,Low,4,4.169265e-05
MRC00843,Retail Trader,102,581,2,0,0,1854922.92,139142.32,38,12,5.26,12123.68,16.48,13.45,0.0,0,0,7,4,0.799,0,Low,3,0.000120194
MRC00844,Construction,4,578,2,0,1,2710621.07,227027.88,39,13,0.0,17265.1,12.81,1.71,0.0,27,0,11,4,0.844,0,Low,1,0.0001017492
MRC00845,Retail Trader,24,481,1,0,1,2057842.11,175086.53,42,12,14.29,12176.58,21.06,13.42,0.0,32,0,4,4,0.695,0,Low,3,0.00010846362
MRC00846,Textile & Apparel,59,757,3,0,0,170937.36,14895.76,49,4,75.51,867.7,39.33,56.53,0.0,0,1,88,2,0.061,1,High,6,0.999772
MRC00847,Retail Trader,99,595,2,1,1,1123130.6,55306.52,47,16,-2.13,5942.49,10.06,12.43,71.79,37,1,3,3,0.763,0,Low,3,0.00013362781
MRC00848,Construction,3,743,1,0,0,2019565.89,175841.62,48,15,6.25,10464.07,5.76,-1.66,0.0,0,0,12,4,0.392,0,Low,1,0.0001808066
MRC00849,Agri-Allied,68,735,3,1,1,231468.63,19124.55,56,18,3.57,1028.75,9.06,8.77,49.32,25,0,10,5,0.895,0,Low,0,0.00015140054
MRC00850,Small Mfg,101,547,1,1,0,363774.03,17145.96,42,14,0.0,2152.51,20.15,14.2,33.13,0,0,0,3,0.616,0,Low,4,7.499462e-05
MRC00851,Retail Trader,40,562,2,1,0,278220.5,41305.98,49,5,69.39,1412.29,35.57,59.99,95.34,0,1,76,1,0.04,1,High,3,0.99984384
MRC00852,Food & Beverages,48,854,2,0,1,1843446.7,244299.53,54,15,16.67,8495.15,11.97,1.59,0.0,30,2,7,5,0.935,0,Low,2,0.00080745586
MRC00853,Retail Trader,54,790,1,1,1,671227.0,90874.02,50,18,-8.0,3339.44,8.05,-1.38,33.67,39,0,3,5,0.468,0,Low,3,0.000100219084
MRC00854,Tech Services,35,647,3,1,0,496324.35,54161.02,44,5,65.91,2804.09,49.76,46.4,83.63,0,3,24,2,0.015,1,High,5,0.99989295
MRC00855,Retail Trader,95,670,1,1,0,156685.53,6390.67,33,10,9.09,1178.09,9.29,7.65,59.8,0,0,6,5,0.876,0,Low,3,0.00021137403
MRC00856,Retail Trader,56,599,1,1,0,672748.54,63138.77,41,11,19.51,4077.26,9.84,3.51,74.93,0,0,3,4,0.536,0,Low,3,0.00017009884
MRC00857,Retail Trader,108,684,3,1,1,369126.24,46800.46,45,4,73.33,2039.37,55.95,31.52,97.17,1,2,78,2,0.14,1,High,3,0.9999294
MRC00858,Agri-Allied,89,592,3,1,1,976770.97,24454.19,36,11,8.33,6736.35,23.21,-8.54,30.44,36,0,1,4,0.323,0,Low,0,0.0001378276
MRC00859,Agri-Allied,40,487,2,0,1,185060.74,15630.16,43,13,9.3,1069.72,11.53,4.99,0.0,22,0,10,5,0.803,0,Low,0,0.00011743524
MRC00860,Retail Trader,77,544,2,0,1,903008.74,64561.49,53,17,3.77,4239.48,8.44,3.13,0.0,31,0,12,5,0.499,0,Low,3,0.00011768443
MRC00861,Food & Beverages,68,651,1,1,0,430739.63,20492.96,40,14,-5.0,2675.4,24.07,-9.02,74.69,0,0,13,3,0.636,0,Low,2,7.585997e-05
MRC00862,Textile & Apparel,46,559,2,0,1,162892.16,11267.66,41,3,78.05,987.23,34.86,34.14,0.0,3,0,37,3,0.197,1,High,6,0.99772555
MRC00863,Agri-Allied,78,644,1,0,0,148339.55,21932.7,47,15,4.26,784.87,19.95,5.15,0.0,0,0,10,4,0.377,0,Low,0,8.5045336e-05
MRC00864,Textile & Apparel,13,564,1,1,1,177650.88,20256.04,47,17,-8.51,939.95,9.61,-7.05,36.75,25,0,12,3,0.667,0,Low,6,0.00011945987
MRC00865,Textile & Apparel,27,587,2,0,1,569390.14,33559.75,51,7,58.82,2777.51,69.4,43.06,0.0,4,1,87,2,0.149,1,High,6,0.99957603
MRC00866,Agri-Allied,6,718,1,1,1,843398.23,83240.16,40,13,2.5,5238.5,9.64,13.73,33.87,27,0,1,4,0.775,0,Low,0,9.9635545e-05
MRC00867,Retail Trader,17,669,1,1,0,1008312.16,52498.09,36,10,16.67,6953.88,17.75,-5.56,40.27,0,1,0,5,0.352,0,Low,3,0.00013782708
MRC00868,Retail Trader,36,649,1,0,0,1055012.85,104878.52,56,18,3.57,4688.95,13.82,9.96,0.0,0,0,1,5,0.679,0,Low,3,5.690498e-05
MRC00869,Tech Services,104,720,1,0,1,293540.85,40068.82,41,4,70.73,1779.04,47.81,48.11,0.0,6,4,72,2,0.172,1,High,5,0.9998487
MRC00870,Construction,113,688,1,0,1,2597561.01,239999.01,40,11,17.5,16133.92,19.61,1.2,0.0,35,0,11,5,0.527,0,Low,1,0.00010482538
MRC00871,Textile & Apparel,99,765,1,0,0,429050.27,49484.17,55,15,18.18,1941.4,23.71,6.26,0.0,0,0,12,5,0.592,0,Low,6,0.00014587287
MRC00872,Retail Trader,81,613,1,0,0,1251908.46,98818.23,34,12,-5.88,9138.02,12.53,10.06,0.0,0,0,8,5,0.801,0,Low,3,4.9658625e-05
MRC00873,Small Mfg,105,615,2,0,1,598997.97,52793.35,47,6,61.7,3169.3,68.16,52.52,0.0,5,0,50,1,0.094,1,High,4,0.9996817
MRC00874,Textile & Apparel,2,545,3,1,1,1144805.69,126340.48,48,14,12.5,5931.64,24.38,6.51,63.92,21,0,12,4,0.946,0,Low,6,0.00013083602
MRC00875,Retail Trader,77,615,2,0,1,563998.19,70845.31,56,18,3.57,2506.66,11.73,8.67,0.0,27,0,1,4,0.429,0,Low,3,5.0212962e-05
MRC00876,Retail Trader,52,727,2,1,0,1169821.64,123683.7,40,12,10.0,7265.97,10.8,5.19,54.39,0,0,12,5,0.353,0,Low,3,0.00014056319
MRC00877,Small Mfg,66,753,1,1,1,722977.48,106331.16,38,10,21.05,4725.34,20.38,4.13,39.77,34,0,10,4,0.818,0,Medium,4,0.00016314113
MRC00878,Small Mfg,52,726,1,1,0,1936918.15,245169.17,43,13,9.3,11196.06,13.91,-8.38,47.42,0,0,12,4,0.683,0,Low,4,0.00012398596
MRC00879,Retail Trader,92,506,1,1,1,273095.81,33053.01,36,3,75.0,1883.42,61.69,44.88,86.51,8,0,83,2,0.096,1,High,3,0.9994727
MRC00880,Retail Trader,43,736,2,0,0,87214.89,11326.01,42,7,50.0,516.06,46.86,50.68,0.0,0,3,61,1,0.064,1,High,3,0.99987173
MRC00881,Retail Trader,90,502,2,1,0,226833.4,12829.11,34,12,-5.88,1655.72,23.71,6.24,42.68,0,0,11,4,0.315,0,Low,3,8.529752e-05
MRC00882,Small Mfg,22,721,2,0,0,2630546.29,200358.53,40,12,10.0,16338.8,6.68,-8.11,0.0,0,1,2,5,0.349,0,Low,4,0.0001687253
MRC00883,Retail Trader,111,620,1,0,1,605935.86,56582.4,29,9,6.9,5178.94,14.31,3.61,0.0,17,0,11,5,0.992,0,Low,3,4.9496033e-05
MRC00884,Retail Trader,107,706,1,1,1,814618.15,65259.24,44,7,52.27,4602.36,52.59,56.1,89.51,3,1,68,2,0.121,1,High,3,0.99992824
MRC00885,Food & Beverages,55,543,2,0,1,206000.95,26815.04,60,18,10.0,854.78,22.67,9.15,0.0,29,0,2,4,0.453,0,Low,2,0.00012365419
MRC00886,Retail Trader,67,743,1,0,1,789112.73,18559.07,50,9,46.0,3925.93,51.35,38.0,0.0,9,4,26,2,0.033,1,High,3,0.9995277
MRC00887,Small Mfg,99,532,2,1,1,213763.35,10088.09,46,13,15.22,1155.48,6.79,3.02,72.86,32,1,1,5,0.7,0,Low,4,0.0001650505
MRC00888,Retail Trader,60,596,2,1,1,255011.13,34330.07,51,15,11.76,1243.96,24.28,4.28,70.95,20,0,2,4,0.85,0,Low,3,0.00017373139
MRC00889,Retail Trader,58,570,2,0,1,450007.52,12457.57,53,18,-1.89,2112.71,16.27,13.32,0.0,31,0,8,3,0.439,0,Low,3,7.901958e-05
MRC00890,Retail Trader,12,509,3,0,1,1244341.1,61605.44,40,11,17.5,7728.83,21.52,12.67,0.0,41,0,13,5,0.476,0,Low,3,0.0001247197
MRC00891,Small Mfg,88,657,3,1,0,1414401.59,92873.21,42,14,0.0,8369.24,14.41,9.82,55.46,0,1,13,4,0.876,0,Low,4,6.9312264e-05
MRC00892,Tech Services,69,794,2,1,1,1461324.65,171846.33,28,10,-7.14,12932.08,13.71,-1.59,66.09,29,0,9,3,0.561,0,Low,5,0.00014690903
MRC00893,Food & Beverages,84,863,2,0,0,108477.61,10069.27,35,4,65.71,769.34,40.11,18.2,0.0,0,1,15,1,0.043,1,High,2,0.99751174
MRC00894,Textile & Apparel,103,657,1,1,1,723606.2,104270.65,49,17,-4.08,3673.13,24.8,-1.96,65.15,29,0,5,4,0.696,0,Low,6,6.061631e-05
MRC00895,Small Mfg,39,739,3,1,1,575999.34,28583.25,62,20,3.23,2313.25,17.37,8.8,59.61,36,1,6,5,0.559,0,Low,4,7.99136e-05
MRC00896,Retail Trader,13,668,2,0,1,116004.13,15472.13,54,5,72.22,534.58,49.95,15.91,0.0,7,1,74,3,0.076,1,High,3,0.99849904
MRC00897,Textile & Apparel,41,689,1,1,1,743541.99,42217.39,43,13,9.3,4297.93,22.25,7.64,69.42,31,1,3,5,0.762,0,Low,6,7.413942e-05
MRC00898,Tech Services,57,622,1,1,0,540087.98,28038.55,48,16,0.0,2798.38,15.88,-7.37,33.6,0,0,0,5,0.788,0,Low,5,4.1141127e-05
MRC00899,Retail Trader,53,665,1,0,1,1347593.28,114260.78,35,11,5.71,9557.4,23.82,-6.04,0.0,26,0,4,4,0.916,0,Low,3,6.51341e-05
MRC00900,Retail Trader,109,692,2,1,1,804114.13,23525.63,44,6,59.09,4543.02,50.79,43.51,85.78,6,3,79,2,0.15,1,High,3,0.99995637
MRC00901,Retail Trader,12,603,2,0,0,377307.34,26396.39,43,12,16.28,2180.97,22.7,-0.7,0.0,0,0,7,4,0.356,0,Low,3,8.6891756e-05
MRC00902,Retail Trader,13,643,1,1,1,2215336.66,146739.19,32,11,-3.12,17173.15,11.19,-0.77,36.95,34,0,4,4,0.323,0,Low,3,4.572268e-05
MRC00903,Retail Trader,74,645,1,1,0,50742.54,2070.97,36,12,0.0,349.95,5.61,-0.18,55.54,0,0,1,4,0.749,0,Low,3,8.389213e-05
MRC00904,Small Mfg,97,716,3,0,1,675279.42,89071.6,43,13,9.3,3903.35,20.74,9.9,0.0,31,1,10,3,0.71,0,Low,4,0.00013092875
MRC00905,Textile & Apparel,57,564,2,1,1,87912.64,6168.45,44,15,-2.27,496.68,23.6,7.48,42.54,31,0,13,5,0.539,0,Low,6,0.00014649273
MRC00906,Tech Services,40,645,3,1,1,244108.5,36042.53,41,3,78.05,1479.45,34.38,40.55,95.86,2,1,69,1,0.125,1,High,5,0.9997693
MRC00907,Food & Beverages,118,802,1,0,0,1369253.75,187535.78,45,13,13.33,7564.94,15.68,-1.39,0.0,0,0,4,4,0.803,0,Low,2,0.00019163932
MRC00908,Textile & Apparel,80,743,2,0,0,158096.84,7165.8,50,16,4.0,786.55,19.99,6.85,0.0,0,1,8,4,0.635,0,Low,6,0.00033001334
MRC00909,Retail Trader,45,757,2,0,0,132129.61,11319.0,43,15,-4.65,763.75,11.63,14.4,0.0,0,0,7,5,0.346,0,Low,3,0.00028090135
MRC00910,Textile & Apparel,35,651,1,1,0,12715521.62,1249103.39,40,13,2.5,78978.4,7.94,12.81,53.86,0,0,5,5,0.789,0,Low,6,4.866657e-05
MRC00911,Small Mfg,3,675,1,1,1,142750.43,18052.91,38,4,68.42,933.01,42.65,27.78,93.66,6,4,18,1,0.087,1,High,4,0.99962974
MRC00912,Retail Trader,5,730,1,1,1,5286278.63,714353.64,56,17,8.93,23494.57,14.13,-8.35,64.49,35,0,1,4,0.906,0,Low,3,9.876489e-05
MRC00913,Small Mfg,90,774,1,1,1,593241.83,59990.0,49,14,14.29,3011.38,19.84,4.33,35.42,42,0,8,4,0.521,0,Low,4,0.00014517643
MRC00914,Textile & Apparel,11,493,4,1,1,388560.85,9545.95,39,11,15.38,2474.91,8.97,0.16,33.22,29,1,9,5,0.747,0,Low,6,8.867268e-05
MRC00915,Agri-Allied,71,544,1,0,0,1439985.6,118893.76,45,17,-13.33,7955.72,21.3,-5.42,0.0,0,0,2,4,0.46,0,Low,0,8.931654e-05
MRC00916,Textile & Apparel,117,754,1,0,1,3626987.21,489731.99,43,12,16.28,20965.24,15.04,6.29,0.0,27,0,11,5,0.383,0,Low,6,0.00014401892
MRC00917,Textile & Apparel,56,627,2,1,0,184373.43,20803.16,42,15,-7.14,1090.97,23.08,-5.99,59.01,0,0,0,5,0.691,0,Low,6,5.954698e-05
MRC00918,Construction,10,596,1,1,1,395418.61,52637.51,54,17,5.56,1822.21,16.32,-1.21,61.73,30,1,3,4,0.754,0,Low,1,5.77778e-05
MRC00919,Food & Beverages,106,549,2,1,0,2015229.58,216899.91,48,13,18.75,10441.6,13.94,9.86,59.63,0,1,10,5,0.992,0,Low,2,0.00010676817
MRC00920,Retail Trader,116,605,1,1,1,1030539.67,26510.17,40,2,85.0,6400.87,47.81,27.52,75.65,4,1,40,2,0.142,1,High,3,0.99685836
MRC00921,Tech Services,34,537,2,1,0,2736804.06,399137.87,41,13,4.88,16586.69,7.12,5.18,38.89,0,2,7,4,0.317,0,Low,5,0.0007728909
MRC00922,Agri-Allied,67,817,1,1,1,1353405.2,188586.74,56,7,62.5,6015.13,64.7,48.79,94.54,3,2,23,2,0.058,1,High,0,0.9999193
MRC00923,Tech Services,72,648,2,0,1,6387597.71,232862.05,52,19,-9.62,30562.67,13.27,-6.86,0.0,14,0,11,4,0.925,0,Low,5,5.165492e-05
MRC00924,Food & Beverages,31,645,2,1,1,903748.43,31314.75,50,18,-8.0,4496.26,16.37,7.27,74.03,29,0,13,5,0.642,0,Low,2,5.896367e-05
MRC00925,Textile & Apparel,75,697,3,1,1,951860.13,85743.76,32,9,15.62,7378.76,22.2,-7.07,33.11,26,1,1,4,0.634,0,Low,6,0.00011656368
MRC00926,Retail Trader,109,726,3,1,1,1073103.68,127073.3,36,12,0.0,7400.72,14.28,-6.59,43.43,26,0,7,5,0.458,0,Low,3,0.00012070821
MRC00927,Retail Trader,71,725,2,1,1,614776.08,42839.14,40,13,2.5,3818.48,11.29,2.66,34.47,28,1,11,4,0.523,0,Low,3,0.00011296821
MRC00928,Agri-Allied,109,735,1,1,1,2018175.8,76145.13,41,7,48.78,12231.37,30.38,23.96,91.24,8,3,70,1,0.188,1,High,0,0.9984383
MRC00929,Small Mfg,66,599,2,1,0,969416.35,83730.71,47,13,17.02,5129.19,19.68,2.52,66.8,0,0,6,4,0.437,0,Low,4,0.00013050235
MRC00930,Retail Trader,70,626,2,0,1,1878184.19,119985.16,48,15,6.25,9731.52,11.14,-9.76,0.0,36,0,1,5,0.424,0,Low,3,4.5430654e-05
MRC00931,Retail Trader,41,711,3,1,1,2265712.47,148926.08,38,11,13.16,14808.58,8.34,5.06,60.54,30,0,7,3,0.502,0,Low,3,8.1563645e-05
MRC00932,Food & Beverages,63,607,1,1,1,1219736.75,126667.37,56,19,-1.79,5421.05,10.82,-2.2,34.8,33,0,6,4,0.665,0,Low,2,5.0676987e-05
MRC00933,Construction,32,649,1,0,1,1331823.47,179968.04,51,15,11.76,6496.7,7.47,-7.92,0.0,18,1,6,3,0.338,0,Low,1,4.2899388e-05
MRC00934,Agri-Allied,20,681,2,0,1,216989.5,20096.9,52,17,1.92,1038.23,23.07,9.52,0.0,19,0,5,5,0.3,0,Low,0,0.00018789558
MRC00935,Retail Trader,57,712,1,1,0,376839.9,41221.89,46,17,-10.87,2036.97,17.23,-0.25,46.24,0,0,1,4,0.507,0,Low,3,0.00010900538
MRC00936,Retail Trader,98,507,1,0,0,2006816.4,212307.35,42,13,7.14,11874.65,22.27,1.1,0.0,0,1,5,5,0.578,0,Low,3,9.468492e-05
MRC00937,Retail Trader,50,707,1,1,1,4026296.05,369006.03,53,6,66.04,18902.8,52.03,18.8,98.23,6,1,19,1,0.179,1,High,3,0.99737585
MRC00938,Tech Services,80,631,2,1,1,71074.49,4292.8,45,14,6.67,392.68,8.06,-7.91,54.46,40,1,0,4,0.37,0,Low,5,6.6275185e-05
MRC00939,Retail Trader,25,706,4,0,0,369004.54,25503.1,46,14,8.7,1994.62,13.86,1.5,0.0,0,1,7,5,0.785,0,Low,3,0.000123972
MRC00940,Agri-Allied,12,712,2,1,0,750387.28,45804.76,58,19,1.72,3220.55,24.44,6.64,71.47,0,0,5,3,0.403,0,Low,0,0.00020469965
MRC00941,Retail Trader,71,778,1,1,1,253944.41,35368.04,35,11,5.71,1801.02,9.68,12.58,49.91,23,0,10,3,0.612,0,Low,3,7.952234e-05
MRC00942,Agri-Allied,39,758,1,1,0,271842.04,34649.1,43,16,-11.63,1571.34,6.0,9.1,42.9,0,0,8,3,0.682,0,Low,0,8.8875255e-05
MRC00943,Small Mfg,17,757,1,1,1,1289678.92,122925.95,45,13,13.33,7125.3,11.92,-8.02,32.57,37,0,10,4,0.933,0,Low,4,0.00012104629
MRC00944,Food & Beverages,45,765,2,1,0,4865359.49,674298.2,46,14,8.7,26299.24,15.22,-5.85,36.55,0,1,8,4,0.767,0,Low,2,0.0001499559
MRC00945,Retail Trader,11,673,2,0,0,63691.84,8613.25,53,5,71.7,299.02,55.78,25.82,0.0,0,1,35,2,0.126,1,High,3,0.9941964
MRC00946,Retail Trader,70,652,1,0,1,594471.84,83582.9,60,20,0.0,2466.69,13.53,-7.02,0.0,32,1,12,3,0.545,0,Low,3,3.85343e-05
MRC00947,Retail Trader,23,719,2,0,1,1271790.63,62102.3,41,11,19.51,7707.82,10.07,2.01,0.0,32,0,5,5,0.819,0,Low,3,0.000105055035
MRC00948,Tech Services,91,708,2,1,1,1860315.71,210728.0,55,3,83.64,8417.72,43.59,16.46,75.62,4,2,43,1,0.057,1,High,5,0.9998598
MRC00949,Tech Services,110,625,1,1,1,1069768.48,106120.16,39,4,69.23,6813.81,48.04,21.57,87.31,6,3,73,3,0.089,1,High,5,0.999739
MRC00950,Small Mfg,70,682,1,1,0,6038601.84,696842.47,42,15,-7.14,35731.37,7.11,-9.19,57.89,0,1,2,3,0.826,0,Low,4,0.0001422238
MRC00951,Small Mfg,38,647,4,1,1,755162.25,40959.49,47,14,10.64,3995.57,6.53,11.43,70.61,22,2,2,3,0.904,0,Low,4,0.0004094896
MRC00952,Small Mfg,2,581,1,0,1,3521478.01,388507.69,42,12,14.29,20837.15,16.92,6.94,0.0,34,1,5,5,0.558,0,Low,4,9.074249e-05
MRC00953,Retail Trader,86,753,2,0,1,335829.48,24608.81,50,15,10.0,1670.79,23.96,14.23,0.0,33,1,1,4,0.85,0,Low,3,9.339132e-05
MRC00954,Tech Services,84,654,2,1,1,781976.16,100430.71,42,13,7.14,4627.08,21.09,13.82,73.19,29,1,11,4,0.828,0,Low,5,6.372642e-05
MRC00955,Textile & Apparel,89,813,2,1,1,170202.11,21002.52,53,5,71.7,799.07,63.95,31.41,86.11,3,1,32,2,0.03,1,High,6,0.9998684
MRC00956,Textile & Apparel,79,519,2,1,1,2150126.7,102080.47,48,17,-6.25,11140.55,19.7,-6.05,42.19,29,0,8,4,0.385,0,Low,6,0.00011273963
MRC00957,Agri-Allied,113,605,2,0,1,631257.14,27712.94,46,16,-4.35,3412.2,24.12,-4.45,0.0,28,1,7,5,0.85,0,Low,0,0.00012193356
MRC00958,Retail Trader,93,652,3,1,1,1120611.72,126971.05,47,16,-2.13,5929.16,24.01,-3.06,51.15,30,0,10,5,0.528,0,Low,3,5.9632617e-05
