credit_score,tenure_months,num_products,has_working_capital_loan,has_pos_machine,txn_velocity_drop_pct,avg_ticket_size_90d,ticket_size_variance_pct,balance_drop_pct,wc_utilization_pct,pos_txn_monthly,complaints_12m,days_since_last_txn,satisfaction_score,cashback_utilization,sector_encoded
664,94,1,1,1,0.0,3056.79,18.0,-5.41,43.26,25,0,1,4,0.558,2
537,11,1,1,0,75.68,19180.04,45.58,32.3,91.15,0,2,61,3,0.036,6
564,73,1,0,1,0.0,643.67,15.78,14.86,0.0,32,1,4,5,0.551,2
801,74,1,1,1,18.18,34065.61,18.54,12.91,66.2,15,0,8,5,0.678,3
647,13,1,0,0,11.36,1429.11,18.42,-9.99,0.0,0,1,11,3,0.547,0
792,102,1,0,1,7.14,4354.9,12.05,8.49,0.0,22,0,0,5,0.826,3
669,39,2,1,0,2.5,47639.87,15.63,-9.38,33.28,0,0,0,5,0.822,0
826,109,2,1,0,-5.0,13790.09,18.02,3.43,45.94,0,2,8,3,0.792,5
643,13,1,1,1,78.57,5327.46,55.7,50.43,85.07,3,3,62,2,0.104,0
509,53,1,1,1,10.64,265.42,10.52,-7.4,37.19,22,0,12,3,0.335,1
634,86,2,0,1,12.2,1408.8,19.7,-1.27,0.0,26,0,4,5,0.374,4
468,114,2,0,1,-11.63,1028.31,9.75,-6.89,0.0,31,1,3,5,0.625,2
534,64,3,1,1,50.0,9215.08,46.26,49.61,94.22,7,1,89,2,0.033,3
819,6,1,1,0,0.0,4047.47,20.22,0.31,61.47,0,0,9,4,0.451,5
696,83,1,1,1,71.15,2400.95,65.41,43.37,91.68,2,1,72,1,0.175,3
676,14,2,1,1,64.29,3071.53,33.39,34.21,75.98,5,0,71,3,0.143,5
480,109,4,1,1,74.58,28222.18,31.19,30.41,99.68,5,2,83,2,0.106,3
699,23,1,1,1,-2.44,8551.99,12.27,-1.85,56.52,30,1,10,5,0.539,3
680,57,4,1,1,8.16,5558.85,10.54,5.45,61.08,27,0,13,3,0.703,6
660,100,1,1,0,18.75,35238.04,23.84,10.29,36.25,0,0,2,4,0.661,4
660,18,2,0,1,16.28,1094.5,16.82,11.88,0.0,30,0,2,4,0.955,3
752,118,2,0,1,72.73,6800.35,52.09,23.06,0.0,7,2,83,2,0.026,6
712,88,2,0,0,-9.76,16046.72,16.67,10.04,0.0,0,0,4,4,0.876,5
705,14,1,1,1,4.88,10068.31,22.7,5.03,66.22,34,1,12,4,0.917,1
599,28,2,0,0,2.33,4547.38,18.69,2.66,0.0,0,0,10,4,0.947,0
617,88,3,0,0,19.51,31614.12,8.56,-4.83,0.0,0,0,0,5,0.644,1
654,63,1,0,1,56.1,4770.04,39.77,34.93,0.0,4,2,15,2,0.157,4
715,110,1,1,1,17.65,6554.83,11.03,6.11,49.24,30,0,3,4,0.965,1
592,86,2,1,0,73.33,28628.19,67.97,33.4,93.83,0,2,55,3,0.11,5
559,52,1,1,0,2.5,1373.36,6.82,-8.11,50.44,0,0,12,5,0.577,4
715,57,2,1,1,-10.2,2489.38,6.88,9.13,72.11,24,1,4,4,0.629,3
760,93,1,1,1,12.2,15145.0,23.86,-7.81,32.57,24,0,12,4,0.435,3
548,82,3,0,0,-6.45,2804.82,15.21,8.39,0.0,0,0,6,3,0.533,3
594,105,3,1,1,53.85,3838.55,44.62,31.35,83.01,7,2,82,3,0.156,6
535,61,2,1,1,17.02,2678.26,22.79,-8.76,69.8,28,2,1,5,0.837,4
564,103,2,1,1,4.55,8019.51,13.17,4.1,43.9,28,0,6,5,0.342,2
741,47,3,1,0,18.18,10422.93,6.39,10.17,34.94,0,0,10,4,0.39,4
711,3,2,1,1,16.0,356.38,14.99,5.78,52.9,35,0,11,4,0.634,4
687,67,2,0,1,7.69,2906.97,18.92,9.76,0.0,34,0,4,4,0.665,6
715,35,2,0,1,63.27,1396.42,55.82,20.41,0.0,3,3,86,2,0.196,3
722,17,1,1,1,-8.51,1458.46,16.81,-8.43,54.97,30,2,11,3,0.549,3
589,107,1,1,0,8.7,1910.22,8.66,14.08,41.1,0,1,7,3,0.881,3
600,116,1,1,1,58.33,39935.22,40.29,42.03,85.6,4,4,57,2,0.071,4
648,110,2,1,1,0.0,30704.58,10.65,-0.78,32.15,31,0,7,4,0.313,4
751,111,1,0,1,-2.86,1952.39,11.87,11.8,0.0,33,0,1,5,0.863,3
697,59,3,1,0,1.92,1470.62,8.5,11.73,36.22,0,0,5,5,0.852,3
650,16,1,0,1,78.95,1868.73,52.91,20.6,0.0,2,2,61,1,0.094,5
816,9,1,0,1,9.09,2358.55,21.48,-6.22,0.0,34,0,6,3,0.629,3
684,21,3,1,1,69.23,1354.46,40.24,35.46,79.65,6,2,61,1,0.144,0
639,117,1,1,1,5.26,4524.23,11.98,11.27,51.32,39,2,7,4,0.719,4
667,52,1,1,1,0.0,4663.32,23.5,9.14,39.61,30,0,3,4,0.328,6
759,42,1,1,1,21.43,1751.12,19.28,1.36,64.73,38,0,9,5,0.353,0
755,98,2,1,0,12.5,2496.94,18.97,-8.44,47.51,0,1,2,5,0.441,6
723,97,2,1,0,73.33,178480.23,64.21,47.99,98.44,0,1,37,1,0.014,4
513,3,1,1,1,-9.76,3935.54,20.15,6.85,35.05,31,0,4,5,0.888,3
777,90,1,1,1,-9.62,12898.31,16.35,5.16,40.39,41,1,12,4,0.983,3
497,48,1,1,1,-6.78,372.52,11.03,11.74,45.63,33,0,13,3,0.635,2
632,105,2,1,0,10.53,25208.58,18.01,-9.06,72.36,0,1,10,4,0.392,3
538,88,2,0,1,-2.13,3159.92,23.53,3.83,0.0,38,1,0,4,0.444,3
705,35,3,1,1,11.76,16895.22,9.37,-6.94,74.48,31,0,6,5,0.672,4
656,28,1,0,0,-5.56,1467.91,16.03,9.9,0.0,0,1,10,5,0.582,3
658,85,1,1,1,1.82,536.17,17.17,5.23,55.95,38,1,4,4,0.711,3
669,8,2,0,1,14.29,2286.82,11.05,-6.47,0.0,36,0,3,4,0.754,2
507,116,2,0,0,70.0,635.64,50.92,38.17,0.0,0,1,70,2,0.154,6
750,109,1,1,1,6.67,1138.66,18.33,3.75,41.82,46,0,8,4,0.584,0
666,12,2,0,0,9.43,7041.53,17.46,-8.68,0.0,0,0,13,4,0.629,2
684,119,1,1,0,2.94,1999.51,20.08,10.62,68.61,0,1,1,5,0.929,2
647,93,3,1,1,-4.08,978.17,6.38,14.95,42.1,40,1,7,4,0.656,1
846,82,1,0,0,52.0,1918.15,44.68,18.52,0.0,0,1,88,1,0.11,2
651,105,1,0,0,6.25,3097.5,20.71,0.53,0.0,0,0,6,4,0.756,3
804,55,3,1,0,10.64,7335.72,11.85,-5.04,31.5,0,0,13,5,0.477,3
765,43,2,0,1,18.18,6508.34,5.91,11.35,0.0,41,0,6,5,0.304,2
629,103,3,1,0,79.55,4575.75,30.08,43.69,91.45,0,3,74,1,0.003,6
661,70,2,1,0,-11.29,5998.04,17.82,14.7,63.08,0,2,0,4,0.76,2
647,101,1,0,0,-8.33,5054.43,17.69,7.79,0.0,0,0,13,4,0.931,2
715,34,4,0,0,2.33,2493.5,23.14,14.11,0.0,0,0,0,5,0.78,1
575,20,2,0,1,2.94,4948.55,21.35,-0.94,0.0,30,0,1,5,0.83,1
621,11,3,1,1,-9.76,531.16,21.26,2.66,33.55,28,0,2,5,0.578,3
664,89,1,1,0,-2.44,6892.98,18.87,14.82,63.47,0,1,6,5,0.646,4
722,49,3,1,0,0.0,2104.8,17.67,0.32,68.83,0,0,13,4,0.789,4
611,53,3,1,1,5.26,9290.99,22.4,13.46,74.04,26,2,11,5,0.472,0
554,103,1,0,1,48.28,471.38,58.53,38.29,0.0,5,4,49,3,0.186,0
530,37,3,1,1,59.09,1364.6,42.49,51.18,76.98,4,0,73,2,0.021,6
761,71,3,1,1,12.9,5017.22,18.31,1.1,53.57,34,1,2,5,0.591,3
609,75,2,1,0,78.05,15912.82,42.84,46.51,77.17,0,2,81,3,0.132,4
548,45,1,1,1,15.79,614.1,13.04,13.5,64.32,35,0,8,4,0.709,1
535,17,2,1,1,5.88,3071.14,11.17,9.38,38.82,31,0,12,4,0.892,6
611,95,2,0,1,59.32,262.78,39.98,54.54,0.0,4,1,77,1,0.085,2
692,80,1,1,1,10.64,14228.97,10.78,10.53,50.81,20,2,3,3,0.402,2
651,115,2,1,1,11.76,501.13,22.82,-8.63,35.98,28,0,4,5,0.755,2
773,84,2,1,1,-8.0,6598.6,20.68,4.07,70.58,21,0,2,3,0.924,4
770,49,3,1,0,3.77,2459.37,18.98,-9.74,59.01,0,0,0,4,0.862,3
708,67,3,0,1,12.2,7427.81,7.99,14.29,0.0,23,2,11,4,0.322,0
654,72,1,1,1,13.16,4917.07,11.36,10.78,73.89,25,0,6,5,0.427,5
746,15,1,0,1,-6.78,1485.29,12.09,2.19,0.0,26,0,0,5,0.506,5
726,99,1,1,1,-2.63,2920.29,8.83,-9.07,36.32,30,0,6,4,0.725,5
759,83,2,1,1,71.7,3666.15,66.79,24.32,87.87,6,6,40,1,0.053,4
595,119,1,0,1,4.26,9775.38,14.21,2.06,0.0,27,0,7,3,0.899,6
605,37,2,1,1,0.0,12868.35,20.2,-1.66,65.22,34,0,1,5,0.656,1
563,35,1,0,1,-2.13,11832.92,10.81,13.39,0.0,23,0,0,5,0.904,6
640,17,1,0,1,0.0,1157.23,13.04,9.56,0.0,22,0,4,3,0.341,6
521,86,3,0,1,63.27,25847.6,60.61,50.53,0.0,5,4,55,1,0.023,6
728,19,2,1,1,-2.27,5247.16,7.78,-1.61,70.05,40,0,13,4,0.498,2
634,19,1,1,1,5.26,2629.57,7.75,11.02,67.2,32,1,10,5,0.851,1
613,108,2,1,0,2.17,7004.95,24.08,-0.04,61.01,0,1,1,5,0.439,3
644,46,2,1,1,71.43,2381.17,39.05,56.35,79.79,4,0,45,3,0.159,2
797,64,3,1,0,59.09,16665.02,69.59,56.82,84.11,0,4,33,3,0.198,4
713,112,2,1,0,73.21,6822.37,33.3,47.83,77.57,0,1,46,2,0.065,3
763,49,3,0,1,8.7,9208.91,6.62,10.78,0.0,29,0,1,4,0.667,2
609,107,2,1,0,12.2,11394.93,21.01,-8.5,37.32,0,0,8,3,0.479,3
609,59,2,1,1,-5.0,7300.78,16.76,-0.86,44.39,32,0,11,4,0.525,4
584,103,1,1,1,9.43,2225.14,11.43,-1.62,30.55,31,0,13,3,0.628,0
819,7,2,0,1,-2.86,3460.38,21.2,-5.99,0.0,35,0,9,3,0.482,2
660,50,1,0,1,14.29,695.94,18.36,-5.72,0.0,34,0,8,5,0.302,3
639,98,3,1,1,0.0,4817.91,20.93,-1.15,55.31,29,0,8,4,0.48,0
833,52,1,0,1,6.67,2743.98,10.29,8.89,0.0,30,2,5,4,0.366,3
683,88,1,0,1,2.04,6567.11,16.11,-4.76,0.0,25,2,1,4,0.557,3
669,66,1,1,1,18.92,9630.7,16.06,-6.7,58.71,28,0,4,3,0.685,2
764,81,2,1,1,3.77,1705.01,9.93,5.15,58.9,23,0,9,4,0.453,2
564,109,2,1,1,48.94,14132.6,58.39,44.12,92.75,0,0,57,3,0.129,3
698,1,2,1,1,9.3,15091.11,8.65,-1.46,32.03,32,0,4,4,0.595,1
703,50,3,0,0,4.55,2675.29,20.16,0.83,0.0,0,1,11,5,0.699,2
562,103,2,0,1,16.39,1248.07,13.18,8.13,0.0,32,1,10,3,0.714,3
574,45,3,1,1,55.32,3828.36,33.56,24.52,83.57,6,2,37,2,0.143,3
704,28,1,1,1,7.69,27206.91,12.81,7.41,33.98,31,0,3,5,0.79,4
640,88,3,1,0,64.0,13398.41,54.42,57.08,82.72,0,0,33,2,0.024,2
615,38,2,1,0,76.32,40643.05,47.49,25.81,83.53,0,3,54,3,0.121,0
608,102,2,1,0,0.0,6159.69,22.48,6.42,54.83,0,1,0,4,0.534,3
756,7,1,0,1,17.5,3432.38,5.66,13.73,0.0,31,1,0,5,0.31,3
616,22,2,1,1,-6.25,49387.86,12.22,13.05,44.53,28,0,8,4,0.995,6
598,53,1,1,1,-8.51,12237.72,20.7,12.43,45.96,32,0,4,3,0.447,4
579,47,2,0,1,-5.41,5885.12,13.9,7.35,0.0,25,1,13,5,0.343,6
678,6,1,1,1,3.57,1888.23,5.57,1.53,57.39,19,0,3,5,0.413,5
640,82,1,1,1,-7.69,99306.1,9.33,8.28,38.52,25,0,2,3,0.353,2
619,23,1,1,1,57.14,6856.15,30.59,35.74,95.33,0,5,70,1,0.019,1
558,26,2,1,1,-13.33,784.73,6.93,-3.79,34.76,23,0,11,4,0.401,4
578,101,1,1,1,15.79,2957.83,14.37,5.54,58.44,30,0,1,5,0.416,1
660,83,3,1,1,0.0,3764.06,5.34,-5.04,57.47,28,0,11,4,0.334,3
766,31,1,0,0,13.16,6018.26,17.51,14.48,0.0,0,0,12,4,0.642,1
749,55,1,0,0,17.5,4336.39,24.83,-3.27,0.0,0,0,3,3,0.952,0
694,98,3,0,0,-1.61,9766.89,24.26,-3.83,0.0,0,0,12,3,0.845,6
657,88,3,1,0,0.0,8369.24,14.41,9.82,55.46,0,1,13,4,0.876,4
583,68,3,1,0,-5.88,10542.06,22.02,7.21,63.99,0,2,8,4,0.877,2
533,42,2,0,1,4.55,7496.07,14.58,-8.1,0.0,21,0,13,4,0.529,6
584,98,2,0,1,0.0,20640.37,23.45,2.86,0.0,33,0,0,3,0.647,3
575,71,2,1,1,7.69,19189.94,19.25,11.0,58.33,21,1,11,4,0.35,4
505,68,1,0,0,-7.69,23253.17,21.66,0.95,0.0,0,1,10,4,0.447,4
588,88,1,0,1,70.59,1731.02,53.16,32.55,0.0,7,0,74,2,0.182,3
648,74,3,1,0,1.82,1168.63,16.65,12.7,59.66,0,1,4,4,0.786,2
655,97,1,1,1,-11.63,2225.53,13.29,7.46,33.61,29,1,0,3,0.516,6
733,44,2,0,1,2.7,1891.66,8.65,7.92,0.0,30,0,0,5,0.931,2
690,51,1,1,1,15.62,5001.57,18.69,-4.78,67.17,27,0,4,3,0.361,6
685,60,1,1,1,14.29,4776.71,16.88,-7.66,69.63,33,1,10,3,0.362,5
627,24,1,0,1,6.25,79122.21,12.65,0.01,0.0,23,0,12,5,0.859,3
779,47,2,1,1,4.88,4613.66,21.61,-6.75,36.58,34,0,5,5,0.994,3
720,31,1,1,0,76.0,3682.7,66.78,26.42,98.38,0,1,42,2,0.127,2
540,35,2,0,1,13.16,12008.7,17.18,-2.83,0.0,29,0,3,4,0.557,0
666,99,1,1,1,78.57,21725.76,38.46,45.41,96.04,8,3,85,2,0.044,5
654,101,1,1,1,-7.14,6055.74,10.09,7.94,65.9,33,1,11,3,0.875,3
603,93,2,1,0,80.43,589.98,59.58,36.28,94.78,0,1,52,3,0.012,4
635,23,2,1,0,-7.14,6794.63,17.68,9.68,60.88,0,0,4,4,0.539,3
699,73,1,1,1,-4.08,831.77,11.81,5.96,35.94,29,2,3,4,0.612,1
765,99,1,0,0,18.18,1941.4,23.71,6.26,0.0,0,0,12,5,0.592,6
565,25,2,1,0,15.62,5643.46,11.7,-7.35,51.76,0,2,6,4,0.914,6
661,35,1,0,0,56.25,2765.9,36.67,46.4,0.0,0,0,76,2,0.15,3
591,59,2,1,1,10.0,9752.75,6.64,13.97,52.02,34,0,9,5,0.378,6
531,76,2,0,0,-6.25,4485.53,14.71,7.4,0.0,0,2,4,4,0.405,1
584,93,2,0,1,-2.13,5855.55,20.93,-3.68,0.0,32,1,10,5,0.531,6
601,76,1,1,1,-10.2,180.22,9.68,11.73,34.35,35,2,4,5,0.897,3
646,32,1,1,1,9.3,2831.55,19.95,6.52,69.22,28,0,12,5,0.452,1
645,77,2,1,1,-2.44,8292.43,9.37,-7.64,63.47,19,0,1,4,0.975,2
472,28,1,1,1,10.0,153.59,16.51,0.69,72.28,36,1,9,5,0.699,0
565,25,2,0,1,5.26,3531.05,21.64,-7.05,0.0,24,1,11,4,0.831,3
559,100,1,1,1,57.14,18174.62,51.19,38.73,84.17,6,1,40,3,0.166,1
618,15,4,1,1,-3.64,5499.03,7.9,9.43,70.68,45,1,11,3,0.996,3
642,64,2,0,0,61.82,1691.99,32.69,54.33,0.0,0,4,30,3,0.129,6
550,49,1,1,0,-2.44,24686.04,9.1,1.12,65.11,0,1,10,4,0.731,6
578,44,2,1,1,3.23,16102.0,7.29,-1.08,40.56,27,1,11,5,0.9,2
649,84,2,0,1,80.0,883.97,43.4,24.0,0.0,3,2,41,1,0.016,4
573,40,2,1,1,22.22,8312.74,21.24,2.9,60.37,32,1,12,5,0.568,3
597,3,2,1,1,50.0,1409.26,35.78,33.69,89.85,2,0,37,1,0.082,6
739,93,1,1,0,10.64,3314.09,24.95,-3.46,64.49,0,0,0,5,0.94,0
806,66,2,1,1,-8.62,4800.64,15.16,-7.35,56.91,37,0,5,5,0.558,3
623,95,1,1,0,-4.35,4239.93,5.1,0.46,72.23,0,0,9,3,0.642,3
571,77,3,1,1,-10.2,6964.63,15.74,-1.01,70.35,34,1,12,4,0.814,2
743,12,1,0,0,-14.0,3409.15,14.92,13.29,0.0,0,1,11,3,0.421,6
540,81,1,1,0,-7.69,24071.29,11.09,5.46,59.25,0,0,9,4,0.469,2
528,8,1,0,1,-7.55,2843.22,12.27,-3.88,0.0,29,1,10,5,0.363,6
509,12,3,0,1,17.5,7728.83,21.52,12.67,0.0,41,0,13,5,0.476,3
563,109,1,1,1,69.39,11431.86,41.71,18.48,92.99,7,2,84,2,0.146,0
585,86,2,1,1,45.45,17863.07,43.46,51.3,99.54,4,1,57,1,0.136,3
738,117,2,1,1,70.0,814.7,33.31,21.93,96.31,6,2,69,2,0.099,5
651,43,2,1,1,5.71,13635.52,5.6,-3.28,30.5,30,0,11,5,0.722,6
550,77,2,0,0,-7.14,1392.22,21.94,-7.85,0.0,0,0,2,5,0.376,6
628,63,3,1,0,15.09,282.92,17.79,-9.51,49.78,0,0,2,5,0.949,3
582,33,1,1,1,-7.55,903.37,14.99,11.9,74.17,33,0,7,4,0.617,6
647,53,1,0,1,52.63,19525.61,54.81,52.6,0.0,10,1,86,2,0.1,2
735,109,1,1,1,48.78,12231.37,30.38,23.96,91.24,8,3,70,1,0.188,0
562,35,4,0,1,0.0,6411.74,17.05,14.68,0.0,30,1,12,5,0.978,6
